complaint_id,complaint_date,market,channel,product_line,root_cause,severity,resolution_days,resolved,escalated_to_regulator,repeat_complaint
C110960,2024-08-16,CA,Call,Rewards & Membership,Delayed dispute resolution,Medium,28.1,True,False,False
C140537,2024-08-16,MX,Social,Card Services,Fraud/unauthorized charge handling,High,16.7,True,True,False
C149357,2024-08-16,UK,Call,Digital/App,Billing/charge discrepancy,Medium,1.0,True,False,False
C144971,2024-08-16,UK,Chat,Digital/App,Billing/charge discrepancy,Medium,2.1,True,False,False
C121769,2024-08-16,US,Chat,Rewards & Membership,Billing/charge discrepancy,Low,2.1,True,False,False
C102623,2024-08-16,UK,Chat,Merchant Services,Billing/charge discrepancy,Low,2.5,True,True,False
C145575,2024-08-16,US,Call,Travel & Lifestyle,Rewards/points not credited,Low,7.2,True,False,False
C123702,2024-08-16,UK,Call,Travel & Lifestyle,Billing/charge discrepancy,Medium,2.6,True,False,False
C136395,2024-08-16,IN,Call,Digital/App,Agent miscommunication,Low,3.5,True,False,False
C114172,2024-08-16,US,Chat,Rewards & Membership,App/digital platform bug,Low,18.1,False,False,False
C144695,2024-08-16,IN,Call,Digital/App,Billing/charge discrepancy,Low,10.4,True,True,False
C112383,2024-08-16,IN,Chat,Billing & Statements,Delayed dispute resolution,Medium,4.0,True,False,True
C109042,2024-08-16,US,Chat,Card Services,Rewards/points not credited,Low,4.1,True,False,False
C109714,2024-08-16,US,Chat,Rewards & Membership,App/digital platform bug,Medium,9.1,True,False,False
C126542,2024-08-16,IN,Call,Billing & Statements,App/digital platform bug,Low,51.7,True,True,False
C100905,2024-08-16,IN,Call,Billing & Statements,Delayed dispute resolution,High,3.2,True,True,False
C113508,2024-08-16,AU,Email,Travel & Lifestyle,Delayed dispute resolution,Low,6.1,True,False,False
C141661,2024-08-16,SG,Call,Billing & Statements,Privacy/data handling concern,Medium,3.2,True,False,False
C101390,2024-08-16,UK,Chat,Merchant Services,Delayed dispute resolution,Low,2.7,True,False,False
C144296,2024-08-16,US,Call,Digital/App,Delayed dispute resolution,Low,1.0,True,False,False
C144939,2024-08-16,US,Call,Digital/App,Rewards/points not credited,Medium,2.8,True,False,False
C114539,2024-08-16,UK,Call,Billing & Statements,Billing/charge discrepancy,Low,1.1,True,False,False
C131350,2024-08-16,US,Chat,Card Services,Billing/charge discrepancy,Medium,3.2,True,False,True
C108851,2024-08-17,US,Call,Rewards & Membership,Billing/charge discrepancy,Low,1.7,True,False,False
C140308,2024-08-17,UK,Chat,Digital/App,Rewards/points not credited,Low,7.9,True,False,False
C105801,2024-08-17,AU,Call,Merchant Services,Other,Low,1.5,True,False,False
C119888,2024-08-17,IN,Call,Merchant Services,Billing/charge discrepancy,Low,0.7,True,False,False
C148203,2024-08-17,MX,Email,Digital/App,Agent miscommunication,Low,5.1,True,False,False
C117928,2024-08-17,IN,Call,Billing & Statements,Privacy/data handling concern,Low,7.1,True,False,False
C112632,2024-08-17,UK,Call,Travel & Lifestyle,Billing/charge discrepancy,Low,4.3,True,False,False
C131000,2024-08-17,US,Email,Billing & Statements,Billing/charge discrepancy,Medium,5.0,True,False,False
C127006,2024-08-17,UK,Chat,Rewards & Membership,App/digital platform bug,Medium,9.7,True,False,False
C129364,2024-08-17,IN,Call,Merchant Services,Delayed dispute resolution,High,10.3,True,False,False
C141157,2024-08-17,IN,Social,Billing & Statements,Billing/charge discrepancy,Medium,2.9,True,False,False
C112220,2024-08-17,US,Email,Rewards & Membership,Billing/charge discrepancy,Medium,5.9,True,False,True
C130516,2024-08-17,UK,Chat,Travel & Lifestyle,Fraud/unauthorized charge handling,Low,11.2,True,False,True
C131329,2024-08-17,SG,Email,Travel & Lifestyle,Fraud/unauthorized charge handling,Low,23.4,True,False,True
C138009,2024-08-17,US,Chat,Card Services,App/digital platform bug,High,4.9,True,False,True
C125403,2024-08-17,US,Chat,Digital/App,Billing/charge discrepancy,Low,2.5,True,False,False
C134217,2024-08-17,SG,Social,Digital/App,Billing/charge discrepancy,Low,1.9,True,False,False
C121734,2024-08-17,US,Call,Merchant Services,Fraud/unauthorized charge handling,Low,10.7,True,False,False
C135032,2024-08-17,CA,Call,Travel & Lifestyle,Privacy/data handling concern,Low,5.6,True,False,True
C100820,2024-08-17,IN,Call,Rewards & Membership,Billing/charge discrepancy,Low,9.6,False,False,True
C100431,2024-08-17,SG,Call,Digital/App,Agent miscommunication,Medium,5.3,True,False,False
C110645,2024-08-17,SG,Chat,Billing & Statements,Billing/charge discrepancy,Low,6.0,True,False,False
C124655,2024-08-17,US,Call,Billing & Statements,App/digital platform bug,Medium,11.0,True,False,False
C118051,2024-08-17,US,Call,Billing & Statements,Privacy/data handling concern,Medium,1.5,True,False,False
C126190,2024-08-17,US,Social,Travel & Lifestyle,Agent miscommunication,Medium,2.1,True,False,False
C129386,2024-08-17,US,Email,Card Services,Delayed dispute resolution,Low,3.4,True,False,False
C105107,2024-08-17,UK,Call,Rewards & Membership,App/digital platform bug,Medium,18.5,True,False,False
C113085,2024-08-17,UK,Chat,Rewards & Membership,Fraud/unauthorized charge handling,Low,3.8,True,False,False
C134482,2024-08-17,US,Chat,Merchant Services,Billing/charge discrepancy,Low,11.2,True,False,False
C113920,2024-08-17,UK,Call,Card Services,Privacy/data handling concern,Low,6.2,True,False,False
C148246,2024-08-17,US,Email,Digital/App,App/digital platform bug,Medium,26.5,True,True,False
C103048,2024-08-17,UK,Call,Travel & Lifestyle,Delayed dispute resolution,Low,1.0,True,False,False
C138726,2024-08-17,CA,Social,Digital/App,App/digital platform bug,Low,6.4,True,False,False
C120407,2024-08-17,SG,Email,Merchant Services,Privacy/data handling concern,Low,2.4,True,True,True
C133596,2024-08-17,US,Email,Rewards & Membership,Billing/charge discrepancy,Medium,2.9,True,False,False
C149541,2024-08-17,US,Call,Card Services,Billing/charge discrepancy,High,3.6,True,True,False
C119292,2024-08-17,SG,Call,Rewards & Membership,Billing/charge discrepancy,Low,5.7,True,False,False
C124039,2024-08-17,US,Call,Digital/App,App/digital platform bug,Medium,10.5,True,False,False
C107392,2024-08-17,US,Chat,Travel & Lifestyle,Agent miscommunication,Medium,4.0,True,False,False
C127097,2024-08-17,MX,Call,Card Services,Billing/charge discrepancy,Low,6.0,True,False,False
C106450,2024-08-17,US,Chat,Travel & Lifestyle,Billing/charge discrepancy,Low,4.9,True,False,False
C110664,2024-08-17,US,Call,Travel & Lifestyle,App/digital platform bug,High,3.2,True,False,True
C120818,2024-08-17,US,Social,Merchant Services,Agent miscommunication,Low,3.3,True,False,False
C113269,2024-08-17,MX,Email,Travel & Lifestyle,Agent miscommunication,Low,2.1,True,False,False
C138086,2024-08-18,MX,Call,Digital/App,App/digital platform bug,Medium,4.8,True,False,False
C141759,2024-08-18,IN,Chat,Billing & Statements,Agent miscommunication,Medium,4.0,True,False,False
C103281,2024-08-18,UK,Call,Merchant Services,Delayed dispute resolution,Medium,5.8,True,False,False
C149287,2024-08-18,AU,Call,Merchant Services,Billing/charge discrepancy,Medium,2.2,True,False,False
C104871,2024-08-18,US,Chat,Merchant Services,Rewards/points not credited,High,0.7,True,False,False
C118995,2024-08-18,CA,Chat,Digital/App,Fraud/unauthorized charge handling,Medium,7.5,True,False,False
C101448,2024-08-18,IN,Email,Rewards & Membership,Fraud/unauthorized charge handling,Low,19.6,False,False,False
C124992,2024-08-18,CA,Chat,Merchant Services,Other,Low,3.0,True,False,False
C141645,2024-08-18,UK,Call,Card Services,Billing/charge discrepancy,Low,5.6,True,False,False
C128288,2024-08-18,US,Chat,Rewards & Membership,Rewards/points not credited,Low,9.0,True,False,False
C132146,2024-08-18,MX,Call,Rewards & Membership,Billing/charge discrepancy,Low,5.8,True,False,False
C147957,2024-08-18,US,Call,Billing & Statements,Delayed dispute resolution,Low,2.3,True,False,False
C143274,2024-08-18,AU,Chat,Merchant Services,Billing/charge discrepancy,Medium,1.0,True,False,False
C125222,2024-08-18,SG,Email,Rewards & Membership,Agent miscommunication,Low,0.6,True,False,True
C121725,2024-08-18,AU,Call,Rewards & Membership,App/digital platform bug,Medium,3.9,True,False,False
C114466,2024-08-18,CA,Chat,Card Services,Delayed dispute resolution,Low,22.0,False,False,False
C100201,2024-08-18,IN,Email,Rewards & Membership,Billing/charge discrepancy,Low,1.9,True,False,False
C124810,2024-08-18,UK,Email,Card Services,Privacy/data handling concern,Medium,3.7,True,False,False
C111369,2024-08-18,US,Social,Rewards & Membership,Privacy/data handling concern,Medium,0.4,True,True,False
C147424,2024-08-18,AU,Call,Travel & Lifestyle,Billing/charge discrepancy,Low,2.3,True,False,False
C103591,2024-08-18,AU,Email,Rewards & Membership,Billing/charge discrepancy,Medium,2.2,True,False,False
C146529,2024-08-18,MX,Chat,Billing & Statements,Billing/charge discrepancy,Low,4.0,False,False,True
C131358,2024-08-18,MX,Call,Rewards & Membership,Billing/charge discrepancy,Medium,0.8,True,False,False
C135944,2024-08-18,UK,Call,Rewards & Membership,Agent miscommunication,Low,2.9,True,False,False
C141477,2024-08-18,US,Social,Rewards & Membership,Agent miscommunication,Medium,0.1,True,False,False
C122851,2024-08-18,US,Call,Billing & Statements,Billing/charge discrepancy,Medium,2.9,True,False,False
C145361,2024-08-18,AU,Social,Rewards & Membership,Billing/charge discrepancy,Medium,4.3,True,False,False
C124056,2024-08-18,US,Chat,Digital/App,Delayed dispute resolution,Low,1.1,True,False,False
C143049,2024-08-18,MX,Call,Digital/App,Delayed dispute resolution,Low,4.8,True,False,False
C135770,2024-08-18,UK,Call,Merchant Services,Privacy/data handling concern,Medium,2.7,True,False,False
C146358,2024-08-18,AU,Call,Merchant Services,Privacy/data handling concern,Low,2.0,True,False,False
C147066,2024-08-18,US,Email,Travel & Lifestyle,App/digital platform bug,Low,18.4,True,False,True
C112088,2024-08-18,US,Call,Merchant Services,App/digital platform bug,Low,14.9,True,False,True
C123767,2024-08-18,UK,Email,Digital/App,Billing/charge discrepancy,Medium,7.6,True,False,False
C140758,2024-08-18,IN,Chat,Billing & Statements,App/digital platform bug,Medium,9.6,True,False,False
C131567,2024-08-18,AU,Email,Rewards & Membership,Agent miscommunication,High,1.6,True,True,False
C110381,2024-08-18,US,Chat,Rewards & Membership,Fraud/unauthorized charge handling,Medium,1.3,True,False,False
C133677,2024-08-18,US,Call,Card Services,Rewards/points not credited,Low,1.8,True,False,False
C145997,2024-08-18,US,Call,Card Services,Agent miscommunication,Low,3.0,True,False,False
C119443,2024-08-18,US,Social,Rewards & Membership,Delayed dispute resolution,Low,8.3,True,False,False
C100149,2024-08-18,IN,Call,Card Services,Agent miscommunication,Low,2.3,True,False,False
C148541,2024-08-18,AU,Call,Digital/App,Agent miscommunication,Low,4.4,True,True,False
C129331,2024-08-18,AU,Call,Rewards & Membership,Privacy/data handling concern,Low,3.9,True,False,False
C136448,2024-08-18,IN,Email,Card Services,Agent miscommunication,Low,1.9,True,False,False
C111008,2024-08-18,US,Call,Merchant Services,Rewards/points not credited,Low,3.1,True,False,False
C116123,2024-08-18,US,Email,Digital/App,Agent miscommunication,Low,2.9,True,False,False
C102612,2024-08-18,IN,Call,Travel & Lifestyle,Delayed dispute resolution,Low,20.2,True,False,False
C116426,2024-08-18,CA,Social,Travel & Lifestyle,Billing/charge discrepancy,High,0.7,True,False,False
C116936,2024-08-18,SG,Email,Travel & Lifestyle,Billing/charge discrepancy,Medium,2.9,True,False,False
C128756,2024-08-18,MX,Call,Digital/App,Billing/charge discrepancy,Low,5.4,False,False,False
C130555,2024-08-18,US,Social,Digital/App,Delayed dispute resolution,Low,10.0,False,False,False
C119793,2024-08-18,US,Email,Merchant Services,Billing/charge discrepancy,Medium,0.8,True,False,False
C136340,2024-08-18,UK,Call,Digital/App,Billing/charge discrepancy,Medium,1.7,False,False,False
C143687,2024-08-18,CA,Call,Billing & Statements,Delayed dispute resolution,Medium,8.5,True,False,False
C110064,2024-08-18,AU,Chat,Card Services,Billing/charge discrepancy,Low,3.1,True,False,False
C101224,2024-08-18,SG,Email,Digital/App,Rewards/points not credited,Medium,2.1,True,False,False
C149791,2024-08-18,IN,Social,Billing & Statements,App/digital platform bug,Low,3.6,True,False,False
C100232,2024-08-18,AU,Call,Billing & Statements,App/digital platform bug,Medium,12.5,True,False,False
C148847,2024-08-18,US,Social,Digital/App,Delayed dispute resolution,Low,5.2,True,False,False
C108772,2024-08-19,CA,Email,Digital/App,Billing/charge discrepancy,High,6.3,True,False,False
C116755,2024-08-19,SG,Call,Card Services,Billing/charge discrepancy,Medium,3.2,True,True,False
C124831,2024-08-19,US,Chat,Card Services,Fraud/unauthorized charge handling,Low,10.3,True,False,False
C134241,2024-08-19,IN,Call,Travel & Lifestyle,Fraud/unauthorized charge handling,Medium,2.5,True,False,False
C116710,2024-08-19,US,Email,Digital/App,Billing/charge discrepancy,Low,13.4,True,False,False
C125627,2024-08-19,UK,Email,Rewards & Membership,Privacy/data handling concern,Medium,3.4,True,True,False
C144553,2024-08-19,US,Call,Merchant Services,Delayed dispute resolution,Low,8.5,True,False,True
C126475,2024-08-19,UK,Email,Card Services,App/digital platform bug,High,5.1,True,False,False
C143332,2024-08-19,AU,Email,Billing & Statements,Rewards/points not credited,Low,2.1,True,False,False
C111331,2024-08-19,IN,Chat,Billing & Statements,Privacy/data handling concern,High,2.2,True,True,False
C129008,2024-08-19,SG,Chat,Digital/App,Privacy/data handling concern,Low,0.5,True,False,False
C103371,2024-08-19,US,Call,Card Services,Delayed dispute resolution,Low,22.0,False,False,False
C138335,2024-08-19,AU,Call,Travel & Lifestyle,Billing/charge discrepancy,Low,3.5,True,False,False
C146687,2024-08-19,MX,Chat,Digital/App,Billing/charge discrepancy,High,1.8,True,False,False
C137137,2024-08-19,IN,Social,Card Services,Billing/charge discrepancy,Medium,4.2,True,False,False
C134020,2024-08-19,US,Social,Billing & Statements,Billing/charge discrepancy,Medium,1.1,True,False,False
C121816,2024-08-19,CA,Chat,Digital/App,Agent miscommunication,Medium,3.7,False,False,False
C132634,2024-08-19,IN,Email,Billing & Statements,App/digital platform bug,Low,5.2,True,False,False
C119399,2024-08-19,IN,Social,Digital/App,Billing/charge discrepancy,Medium,4.4,True,False,False
C116265,2024-08-19,CA,Social,Card Services,Delayed dispute resolution,Low,3.2,True,False,False
C112093,2024-08-19,US,Call,Merchant Services,App/digital platform bug,Low,4.2,True,False,False
C133683,2024-08-19,US,Chat,Digital/App,Agent miscommunication,Low,4.3,True,False,False
C108026,2024-08-19,UK,Chat,Digital/App,Rewards/points not credited,Low,1.6,True,False,False
C131919,2024-08-19,US,Email,Billing & Statements,Billing/charge discrepancy,Medium,4.8,True,False,False
C109700,2024-08-19,UK,Call,Billing & Statements,Billing/charge discrepancy,Low,2.3,True,False,False
C106992,2024-08-19,MX,Call,Digital/App,Delayed dispute resolution,Low,1.4,True,False,False
C140598,2024-08-19,IN,Chat,Digital/App,Agent miscommunication,Medium,0.4,True,False,False
C111617,2024-08-19,SG,Chat,Merchant Services,Billing/charge discrepancy,Medium,2.5,True,False,False
C103411,2024-08-19,UK,Chat,Billing & Statements,Delayed dispute resolution,Low,3.3,True,False,False
C104284,2024-08-19,US,Email,Card Services,Billing/charge discrepancy,Low,1.7,True,False,False
C144913,2024-08-19,US,Social,Digital/App,Delayed dispute resolution,Low,10.9,True,False,False
C114951,2024-08-19,CA,Social,Card Services,Fraud/unauthorized charge handling,Low,4.9,True,False,False
C106240,2024-08-19,UK,Chat,Digital/App,Rewards/points not credited,Medium,3.6,True,False,False
C129527,2024-08-19,UK,Chat,Digital/App,Fraud/unauthorized charge handling,Medium,10.0,True,False,False
C121506,2024-08-19,IN,Email,Travel & Lifestyle,Other,Medium,4.7,True,False,False
C127510,2024-08-19,MX,Email,Merchant Services,Billing/charge discrepancy,Medium,6.7,True,False,False
C129610,2024-08-19,AU,Chat,Digital/App,Billing/charge discrepancy,High,2.5,True,False,False
C143813,2024-08-19,AU,Call,Rewards & Membership,Billing/charge discrepancy,Medium,9.9,True,False,False
C114616,2024-08-19,US,Call,Rewards & Membership,Other,Low,5.5,True,False,False
C145798,2024-08-19,US,Call,Merchant Services,Fraud/unauthorized charge handling,Medium,17.1,True,False,False
C135892,2024-08-19,AU,Email,Merchant Services,Delayed dispute resolution,Medium,3.1,True,False,True
C109707,2024-08-19,US,Email,Travel & Lifestyle,Delayed dispute resolution,High,12.7,True,True,False
C141732,2024-08-19,CA,Chat,Merchant Services,Agent miscommunication,High,10.4,True,False,False
C114119,2024-08-19,CA,Chat,Rewards & Membership,Agent miscommunication,Medium,0.9,True,False,False
C134302,2024-08-19,US,Chat,Digital/App,Agent miscommunication,Low,1.4,True,False,False
C129958,2024-08-19,US,Chat,Rewards & Membership,App/digital platform bug,Low,9.5,True,False,True
C127783,2024-08-19,IN,Email,Billing & Statements,Billing/charge discrepancy,Medium,3.6,True,False,False
C145559,2024-08-19,AU,Social,Billing & Statements,Delayed dispute resolution,Medium,12.3,True,False,False
